Code,Name,Batch,Stock,Deal,Free,Mrp,Rate,Exp,Company,Supplier,SupplierID
CSMCT,MUCINAC 600 TAB,SB00037,7,0,0,231,165,31-12-2021,CIPLA(RESP 1),CIPLA LIMITED  HYDERABAD,6
CIRDC,URIMAX -D TABS,GH00132,7,0,0,477.95,341.39,31-12-2021,CIPLA(UROLOGY),CIPLA LIMITED  HYDERABAD,6
DXE21,ENAM 2.5MG TAB,V000029,89,0,0,31.27,22.34,31-12-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRGLIMYM,GLIMY M1 TAB,DRLAK0005,30,0,0,133.1,95.07,31-12-2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRKCI,K-CIT SYRUP,BKT0001,12,0,0,172.7,123.36,31-12-2021,DR.REDDY`S LAB`S(PFD),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRKSE,K-CIT SYRUP,BKT0010,21,0,0,117.7,84.07,31-12-2021,DR.REDDY`S LAB`S(PFD),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXOR4,OLSERTAIN-40MG TABS,G20OLA001,10,0,0,139.5,99.64,31-12-2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DROIS,OMEZ INSTA SACHET,V000074,50,0,0,11.9,8.5,31-12-2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRODS,OMEZ-D SR CAP,E000182,19,0,0,154,110,31-12-2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRODS,OMEZ-D SR CAP,E000183,50,0,0,154,110,31-12-2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DCSR1,STOLIN-R,BR0009,12,0,0,128.15,91.54,31-12-2021,DR.REDDY`S LAB`S(RECURA ACE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRLXYTAB,XYZAL 5MG TAB,EMV2000162,100,0,0,136,97.14,31-12-2021,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
MACNE,NEXOVAS 10 MG TABS,KNA2002A,7,0,0,94,67.14,31-12-2021,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001A,81,0,0,160,114.29,31-12-2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001B,19,0,0,160,114.29,31-12-2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MANT1,TRAMASURE 100MG INJ,E3AAT005,-12,10,10,22.93,16.38,31-12-2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD,68
MKB12,BANDY PLUS-12 TABS,A9AGS007,40,0,0,28.8,20.57,31-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
122265R,CLARINOVA-250 TABS,B3AFT001,8,0,0,102,72.86,31-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
BIMT1,MONOTAX 1GM VIAL,F000023,220,10,10,59.08,42.2,31-12-2021,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
DROIS,OMEZ INSTA SACHET,V000024,30,0,0,11.9,8.5,30-12-2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
ABBCR,CREON 10000 CAP,CNA0006,20,0,0,544.24,388.74,01-12-2021,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD,21
KNDMS,DIGENE MINT SYR,DNB0005,40,0,0,115,82.14,01-12-2021,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD,21
ABDUP,DUPHALAC SYRUP,131102D7,5,0,0,505.58,385.2,01-12-2021,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD,21
ABBDO,DUPHALAC SYRUP,DRB0003,40,0,0,280.88,214,01-12-2021,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD,21
NCNMZ,NEO-MERCAZOLE 10MG TAB,NZB0002,22,0,0,484.39,345.99,01-12-2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD,21
ABT12,THYRONORM 12.5MG TABS,AEF0170,9,0,0,177.41,126.72,01-12-2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD,21
ABBTHYRO,THYRONORM 62.5 MCG,AEF0311,16,0,0,183.57,131.12,01-12-2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD,21
ABTR1,THYRONORM-100MG TABS,AEF0309,80,0,0,156.49,111.78,01-12-2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD,21
ABT15,THYRONORM-150MG TABS,AEF0044,40,0,0,202.53,144.66,01-12-2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD,21
ACALS,ALTHROCIN SYR,2008000136,84,0,0,45.2,32.29,01-12-2021,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALBRO,BROZEET LS  SYRUP,EH0269010,71,9,1,95.5,68.22,01-12-2021,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALEE0,ETERNEX-T TABS,208000080,14,0,0,154.9,110.64,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
AGMF2,GLISEN MF 2 TAB,2008000126,-10,0,0,178,127.14,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALELS,LAVETA M SYRUP,BP0265001,40,0,0,77,55,01-12-2021,ALEMBIC CHEMICALS (MEGACARE),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALEB1,ROXID LIQU,2008000105,24,0,0,149.99,107.14,01-12-2021,ALEMBIC LTD(PHARMA),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALTZMT,TELLZY MT 25 TAB,200800002,25,0,0,242.55,173.25,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ACTZ2,TELLZY-20 TABS,2008000163,30,0,0,59.85,42.75,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALETZ,TELLZY-80 TABS,2008000044,15,0,0,165.14,117.96,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALCTA,TELLZY-AH TABS,2008000081,11,0,0,245.4,175.29,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALCCH,TELLZY-CH 40 TABS,2008000014,29,0,0,219.35,156.68,01-12-2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALTOS,TAXIM-O DRY SYR,20460032,27,0,0,47.47,33.91,01-12-2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,18
ALTOS,TAXIM-O DRY SYR,20460032,100,0,0,47.47,33.91,01-12-2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,18
ASPTI,PANTOP 40MG VIAL,AB0251A090,67,10,5,48.8,34.86,01-12-2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,54
ASTVA,TELVAS-AM TABS,BPA200029,2,0,0,64,45.71,01-12-2021,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,54
ARID4,DURATAZ VIAL 4.5GM,MPA200367,22,10,5,239.83,171.3,01-12-2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARID4,DURATAZ VIAL 4.5GM,MPA200396,32,10,5,239.83,171.3,01-12-2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ASH3S,HATRIC-3 SUSPN,MPA200071,6,0,0,24,17.14,01-12-2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARISOFL5,PANTOP DSR CAPS,SPA200097,50,0,0,118.5,84.64,01-12-2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARISOFL6,PANTOP MPS SYRUP,MPA200161,60,0,0,69,49.29,01-12-2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ASSSS,SMUTH SUSP,MPA200078,42,0,0,108,77.14,01-12-2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ASTHT,TELVAS-H 40/12.5MG TABS,SPA200011,150,0,0,64,45.71,01-12-2021,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARTL8,TELVAS-H 80/12.5MG TABS,SPA200036,50,0,0,119,85,01-12-2021,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
GUSPS,SEPTRAN (P) SYR,SG2008,358,0,0,17.92,13.59,01-12-2021,KOYE PHARMA,AUROBINDO DRUGS  VIJAYAWADA,36
BCACB,ANGICAM BETA TAB,AGB2002,26,0,0,31,22.14,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCAZB,AZIBEST 250MG TABS,AZT2001,20,9,1,63,45,01-12-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCAZB,AZIBEST 250MG TABS,AZT2002,40,9,1,63,45,01-12-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCAZ5,AZIBEST 500MG TABS,AZF2002,120,4,1,62,44.29,01-12-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BLUDC,DICLOTAL AQ AMP,ZAAO2001,600,10,10,19.5,13.93,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCKM2,K-GLIM-M-2 TABS,ZUZ2002,20,0,0,56,40,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BLUMD,MEFTAGESIC DS SUSP,ZQL2014,116,9,1,55,39.29,01-12-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCMSD,MEFTAL SPAS DROPS,ZNM2001,60,0,0,40,28.57,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCTQL,TUSQ-D LOZENGES,ZKF2001,7,9,1,42,30,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCTQL,TUSQ-D LOZENGES,ZKF2002,50,9,1,42,30,01-12-2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
SVZC3,ZYCLOZ LIQ,J000188,211,0,0,134.2,77.7,01-12-2021,SARABHAI VET (FARMCARE),CADILA HEALTHCARE LTD  (ANIMAL) HYDERABAD,70
CSACF,AEROCORT FORTE ROT,SA00149,-1,0,0,78.65,56.17,01-12-2021,CIPLA(RESP 3 LEGACY),CIPLA LIMITED  HYDERABAD,6
CIPAE,AZEE 100 DRY SYP,A600009,2,9,1,37.92,27.08,01-12-2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD,6
CIPAC,AZEE 200  DRY SYP,A600038,146,9,1,46.12,32.94,01-12-2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD,6
CIB5R,BUDECORT 0.5MG RESPULES,SA00209,94,0,0,116.7,83.4,01-12-2021,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD,6
CIBS5,BUDESAL 0.5 RESPULES,SA00366,20,0,0,181.5,129.6,01-12-2021,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD,6
CIPDLD,DUOLIN LD RESPULES,SA00381,37,0,0,69.5,49.65,01-12-2021,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD,6
CSDNS,DUONASE NASAL SPRAY,SA00079,7,0,0,365.22,260.87,01-12-2021,CIPLA(RESP AR),CIPLA LIMITED  HYDERABAD,6
CIPES,ESOMAC 40 TAB,EC00075,8,0,0,138.01,98.58,01-12-2021,CIPLA(NOH HIV),CIPLA LIMITED  HYDERABAD,6
CSF1R,FORACORT 100 RCAPS,SA00303,20,0,0,124.65,89.04,01-12-2021,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD,6
CIL63,LEVOLIN-0.63 RESPULES,L800072,109,0,0,24.5,17.5,01-12-2021,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD,6
CSMLC,MONTAIR-LC TABS,SN00378,36,11,1,264.82,189.15,01-12-2021,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD,6
CIN13,NOVAMOX-125 REDIUSE  SYR,KP00015,28,9,1,42.35,30.25,01-12-2021,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD,6
CSSR1,SEROFLO 100MG R/C,SA00360,-1,0,0,206.91,147.79,01-12-2021,CIPLA(RESP 1),CIPLA LIMITED  HYDERABAD,6
CITVI,TIOVA INH,BA00190,10,0,0,528.64,377.6,01-12-2021,CIPLA(RESP 1),CIPLA LIMITED  HYDERABAD,6
DRATD,ATARAX DROPS,LI0420004,30,0,0,52.5,37.5,01-12-2021,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRBZ1,BECOZINC CAP,V000089,20,0,0,28.6,20.43,01-12-2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRDSL,DOXT-SL TABS,58CDS792,68,9,1,91.3,65.22,01-12-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRDSL,DOXT-SL TABS,58CDS797,200,9,1,91.3,65.22,01-12-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXSB1,STAMLO BETA TAB,E000079,84,0,0,165.55,118.25,01-12-2021,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXSB1,STAMLO BETA TAB,E000085,120,0,0,165.55,118.25,01-12-2021,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRT4T,TELSARTAN-40 TABS,E000090,2,0,0,100.61,71.86,01-12-2021,DR.REDDY`S LAB`S(XENURA-2),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRT4T,TELSARTAN-40 TABS,E000091,15,0,0,100.61,71.86,01-12-2021,DR.REDDY`S LAB`S(XENURA-2),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
REDVA,VANTEJ PASTE,B.BV0005,12,0,0,238,161.35,01-12-2021,DR.REDDY`S LAB`S(RECURA ACE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,20,0,0,77.89,55.42,01-12-2021,ERIS  (NIKKOS),ERIS LIFE SCIENCES LTD     HYDERABAD,37
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,10,0,0,77.89,55.42,01-12-2021,ERIS  (NIKKOS),ERIS LIFE SCIENCES LTD     HYDERABAD,37
ERIRO,RABONIK DSR TABS,GRBN20001,3,0,0,164.71,117.65,01-12-2021,ERIS  (NIKKOS),ERIS LIFE SCIENCES LTD     HYDERABAD,37
ERIRO,RABONIK DSR TABS,GRBN20001,10,0,0,164.71,117.65,01-12-2021,ERIS  (NIKKOS),ERIS LIFE SCIENCES LTD     HYDERABAD,37
ETRCT,RARICAP TAB,GRAF20001,-1,0,0,231.11,165.08,01-12-2021,ERIS (MONTANA),ERIS LIFE SCIENCES LTD     HYDERABAD,37
ETRCT,RARICAP TAB,GRAF20002,1,0,0,231.11,165.08,01-12-2021,ERIS (MONTANA),ERIS LIFE SCIENCES LTD     HYDERABAD,37
FBGPS,GLYCIPHAGE-SR 500 TAB,M20006,20,0,0,20.84,14.88,01-12-2021,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
GEBA8,BETNESOL AMP,GS405,180,0,0,36.64,27.48,01-12-2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GDBSF,BETNESOL FORTE TAB,NA438,500,0,0,17.65,12.6,01-12-2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GDBVO,BETNOVATE SKIN CRM,NB317,100,0,0,18.35,13.11,01-12-2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GDBC3,BETNOVATE-C SKIN CREAM,NA274,799,0,0,48.5,34.64,01-12-2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GEC2S,CALPOL 250MG SYR,KB383,8,0,0,39.65,28.32,01-12-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GEC2S,CALPOL 250MG SYR,KB386,240,0,0,39.65,28.32,01-12-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GEC2S,CALPOL 250MG SYR,KB386,600,0,0,39.65,28.32,01-12-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GECPD,CALPOL PEAD DROP,KB496,120,0,0,26.54,18.96,01-12-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GACT5,CEFTUM 500MG CAPS,MA600,-2,0,0,431,307.85,01-12-2021,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GENPV,PANTIN I.V,HAA20008,600,10,10,48.45,34.61,01-12-2021,GENX PHARMA LTD,HETERO HEALTHCARE LTD   HYDERABAD,71
ISAT2,ATM-250 TAB,ABU1A07,20,9,1,115.7,82.64,01-12-2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INGG5,CLOBEN-G CRM,CCT1AB4,60,5,1,55,39.29,01-12-2021,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
VERLP,LYSATONE PLUS LIQUID,LPV20A10,60,9,1,131.55,93.96,01-12-2021,VERITAZ HEALTHCARE LIMITED,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INDO5,OXIPOD 50MG SYRUP,OBK4ABB8,24,8,2,81.9,58.5,01-12-2021,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INDOD,OXIPOD DROPS,OBM2ABB8,23,6,1,66.2,47.29,01-12-2021,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
IVNMC,NEOMEC VIAL,FI2001,26,7,1,110,78.57,01-12-2021,INTAS PHARMA (NEOVET),INTAS PHARMCEUTICALS LTD HYDERABAD,46
JBRDOM,RANTAC DOM TAB,XRI0006,240,0,0,45.94,32.82,01-12-2021,J.B. CHE&PHARMA LIMITED,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,12
FDEP3,ELECTROL PWD***,060A025,363,14,1,19.39,14.78,01-12-2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
PDBDS,BENADRYL COUGH SYRUP ***,KA20007,42,0,0,108,79.72,01-12-2021,PARKE-DAVIS INDIA LT,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
LUBM4,BUDAMATE 400 TRANSCAPS **,U000088,20,0,0,211.55,151.11,01-12-2021,LUPIN,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
USGG2,GLYCOMET-GP 2MG **,48013200,60,0,0,141.95,101.39,01-12-2021,USV PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
YSEKM,EUKROMA CREAM ***,E2001,3,0,0,105,75,01-12-2021,USV PHARMA,LAKSHMI VENKATESWARA PHARMA   HYDERABAD,13
EDEV1,ELDERVIT-12 AMP ***,20NI0113,-2,0,0,25,17.5,01-12-2021,ELDER PHARMACEUTICALS LTD (ELVISTA),LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,56
MACGM,GEMINOR M-2,HMQ20005A,2,0,0,140.8,100.57,01-12-2021,MACLEODS (PROCARE) AHT,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MACLR,SENSICLAV 625,JAB20017A,20,9,1,148.68,106.2,01-12-2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MANRR,RANIDOM RD TABS,C9ABT004,-20,9,1,41.25,29.46,01-12-2021,MAGNET LABS PVT LTD (MANKIND),MAGNET LABS PVT LTD           HYDERABAD,72
MKMF4,MAHAFLOX 400MG TABS,C5ABT001,24,0,0,96.14,68.67,01-12-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANMS,MONTICOPE SYRUP,F0AIT005,60,11,1,40,28.57,01-12-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MKMKT,MONTICOPE-KID TAB,E7BET002,72,0,0,62.79,44.85,01-12-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANN0,NITROBACT-100 CAP,A6JQT002,60,0,0,76.76,54.83,01-12-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANT1,TRAMASURE 100MG INJ,E3AAT004,12,10,10,22.93,16.38,01-12-2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD,68
MKMPS,MEFKIND-P SUSP,B1AJT003,36,11,1,33.23,23.74,01-12-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKTFC,TERBINAFORCE CREAM,C3AIT001,27,11,1,60.5,43.21,01-12-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MANTT,TERBINAFORCE TAB,J6AGT002,60,11,1,82.77,59.12,01-12-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKCD1,CODISTAR-DX SYRUP,A2ABT001,94,5,1,83.44,59.6,01-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MKLPT,LECOPE TABS,D7AGT005,300,0,0,22.44,16.03,01-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
122284R,MOXIKIND-CV-KID TABS,B9AET001,60,11,1,76.45,54.61,01-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MANVS,VOMIKIND FAST,A3ABT003,-60,0,0,12.63,9.02,01-12-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MADXS,DM-X SYP,BM15009,56,9,1,78,55.71,01-12-2021,MARS TERAPEUTICS & CHEMICALS LTD,MARS PHARMA PRIVATE LIMITED HYDERABAD,33
MMKEB,KETO-B CREAM,HKB271,251,12,1,103,73.57,01-12-2021,MED MANOR ORGANICS (GLORIA),MED MANOR ORGANICS PVT LT     HYDERABAD,4
MEDKU,KUFRIL LS DROPS,HKL165,3,10,2,56,40,01-12-2021,MED MANOR ORGANICS  (PD),MED SUN LIFE SCIENCES         HYDERABAD,39
PZDX1,DOLONEX AMP,92004002S,33,0,0,119.75,85.5,01-12-2021,PFIZER (PAIN),PFIZER LIMITED HYDERABAD,9
JWHZ1,HETRAZAN 100MG TAB,DJ1789,69,0,0,43.35,35.59,01-12-2021,PFIZER  (RESPI),PFIZER LIMITED HYDERABAD,9
JWWL5,WYSOLONE 5MG TAB,DK4680,352,0,0,11.43,8.8,01-12-2021,PFIZER (PAIN),PFIZER LIMITED HYDERABAD,9
SHADT,ALDAY TAB,SHAL2001,-5,10,2,18.1,13.58,01-12-2021,SOL HEALTH PHARMACY LTD.,PRADEEP MEDICAL AGENCIES      HANAMKONDA,64
UISLP,SPORLAC PWD***,SPSOA001,4,24,1,30.05,21.48,01-12-2021,UNISANKYO LIMITED,PRADEEP MEDICAL AGENCIES      HANAMKONDA,64
SUAPC,AB-PHYLLINE CAPS**,ESU2135,1,0,0,123,87.86,01-12-2021,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA,8
SNBTR,BETACAP-TR 40MG CAPS **,EMX1095,-2,0,0,42.44,30.31,01-12-2021,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA,8
SNBTR,BETACAP-TR 40MG CAPS **,EMX1095,2,0,0,42.44,30.31,01-12-2021,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA,8
USDBO,DEROBIN ONT **,DB0035,2,0,0,90.75,64.82,01-12-2021,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
ETUCT,ULTRACET TABS **,N1437,10,0,0,201,143.57,01-12-2021,ETHNOR,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
ETUCT,ULTRACET TABS **,N1433,-8,0,0,201,143.57,01-12-2021,ETHNOR,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
ETUCT,ULTRACET TABS **,N1442,2,0,0,201,143.57,01-12-2021,ETHNOR,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
RBZRD,ZYTEE-GEL,SP20009,170,19,1,100,71.43,01-12-2021,RAPTOKOS BRETT,"RAPTAKOS,BRETT & COMPANY      HYDERABAD",73
CWDC1,DEC-100MG TAB ***,DDM07,7,10,2,41,30.8,01-12-2021,COMMONWELTH PHARMA,RAVINDRA PHARMACEUTICALS VIJAYAWADA,63
GWAS1,ALEX SYRUP,11200014,45,14,1,108,77.14,01-12-2021,GLENMARK (RESPICARE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
HOAM1,AMARYL-M 1MG TAB,0NA0003,30,0,0,150.54,107.53,01-12-2021,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
HOCS6,COMBIFLAM SYRUP,2120025,360,0,0,30.55,21.82,01-12-2021,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
DLCGE,DULCOFLEX TAB,DLA20002,1620,0,0,10.98,8.23,01-12-2021,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
HOMR4,MYORIL-4MG CAPS,0NG001,14,0,0,218.15,155.82,01-12-2021,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
HOPRB,PROCTOSEDYL BD CREAM,50003,11,0,0,78.3,55.93,01-12-2021,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
